Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,nir,green,swir16,swir22,NDMI,MNDWI,pet,Month,DayOfYear,Ratio_NIR_Green,Ratio_NIR_SWIR16,Ratio_Green_SWIR22,Diff_SWIR
-28.141944,26.417778,2011-01-04,94.718,227.9,132.0,14391.0,9840.0,13799.5,11265.0,0.020982245792022,-0.1674950823832984,93.8,1,4,1.4625,1.0428638718794159,0.8735019973368842,-2534.5
-27.398611,26.614722,2011-01-04,86.8,226.3,114.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,100.9,1,4,1.514150483068215,1.2099742649925915,0.9849569856298361,-2419.5
-33.501667,21.624167,2011-01-04,201.0,769.0,74.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,100.200005,1,4,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-32.502778,19.535833,2011-01-04,10.387,73.0,10.0,17653.0,13104.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326,119.9,1,4,1.3471459096459097,0.9132436627004656,0.7715496938294866,-2346.0
-25.45963889,28.26430556,2011-01-04,108.94,396.0,82.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,103.6,1,4,1.4063066693532138,0.9209909939629862,0.790758812985461,-2604.0
-27.495556,26.074722,2011-01-04,67.8,218.6,91.0,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,99.700005,1,4,1.6241115487346642,0.9886460715958884,0.7803921568627451,-3991.0
-26.648056,27.089444,2011-01-05,211.0,532.0,62.0,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518,83.5,1,5,2.0121392101698445,1.4906403180362036,1.015824292140778,-3507.0
-26.970278,27.211111,2011-01-05,71.5,248.4,117.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,82.1,1,5,0.9255434782608696,1.2858491159630026,1.427278603749192,-211.5
-27.38972222,26.46388889,2011-01-05,82.14,255.5,74.0,11481.0,11597.0,8583.0,8196.5,0.1444377990430615,0.1493557978196226,83.200005,1,5,0.9899974131240838,1.3376441803565187,1.414872201549442,-386.5
-27.044444,27.005,2011-01-05,83.0,220.9,85.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,82.4,1,5,1.7580238191360518,1.245334953885751,0.9795353435491844,-3872.0
-30.830556,26.921389,2011-01-06,62.099,145.0,10.0,5266.5,4491.0,3672.5,3764.5,0.1783197225640432,0.1002633674281852,57.0,1,6,1.1726786907147628,1.4340367597004766,1.1929871164829327,92.0
-27.00222,28.76528,2011-01-06,34.855,114.5,150.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,70.0,1,6,1.4161593230832732,1.0552458575218178,0.9011111627690734,-2251.0
-27.02314,28.59389,2011-01-06,41.408,148.8,152.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,72.4,1,6,1.1525653242389287,1.1077850084357677,1.091351943076081,-1237.5
-30.679722,26.7125,2011-01-06,55.297,138.3,44.0,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,59.8,1,6,1.2703830109973455,1.7259144770736734,1.3772032902467686,-105.0
-30.160091,27.40124,2011-01-06,57.916,167.1,13.0,14158.0,10060.0,12037.5,10023.5,0.0809490179610998,-0.0894897612852128,57.4,1,6,1.4073558648111333,1.1761578400830737,1.0036414426098668,-2014.0
-32.595833,19.009444,2011-01-06,8.621,63.1,19.0,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324,52.7,1,6,1.4726630539965164,1.0328130302002037,0.846459434000901,-2526.5
-25.99136,27.84208,2011-01-10,82.432,283.8,32.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,173.2,1,10,1.5827634541052542,1.1295240982115793,0.9185719859539602,-3680.0
-26.73806,27.59194,2011-01-10,55.3,189.1,105.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,179.40001,1,10,0.9915457619722919,1.1414667838754238,1.1843669250645994,-223.0
-26.45,28.085833,2011-01-10,105.711,635.0,80.0,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,172.90001,1,10,1.4188432835820894,0.8462223211305219,0.7548764171537216,-3773.0
-30.86013889,29.07125,2011-01-10,40.861,95.6,10.0,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904,138.0,1,10,1.3574525618909972,1.2714410480349345,1.072396380180991,-1449.5
-27.356667,27.286389,2011-01-10,64.1,164.0,151.0,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,185.8,1,10,1.7709550118389898,1.3286881686471121,0.9854298454837707,-3022.5
-27.01011111,26.69808333,2011-01-11,66.1,203.4,131.0,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,191.7,1,11,1.1916902285905977,1.2979278667988934,1.2229385219480748,-1048.0
-25.73411,27.21422,2011-01-11,8.0,34.04,56.0,21914.0,17765.0,22170.5,17965.5,-0.005818371536481,-0.1103153835559837,182.5,1,11,1.2335491134252745,0.9884305721566947,0.9888397205755476,-4205.0
-26.98472222,26.63227778,2011-01-11,128.0,196.7,158.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,192.0,1,11,1.340550602527677,0.9765549727009956,0.8613138686131386,-2161.0
-27.398611,26.614722,2011-01-11,71.6,190.6,127.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,197.40001,1,11,1.514150483068215,1.2099742649925915,0.9849569856298361,-2419.5
-27.671111,27.236944,2011-01-11,75.096,275.7,71.0,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,192.1,1,11,1.360413049437997,1.100946605531726,0.9596597386652636,-2119.0
-29.160278,26.573333,2011-01-11,120.27,177.3,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,199.1,1,11,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-34.250556,20.9925,2011-01-11,26.8,304.5,12.0,12323.0,9019.0,13161.0,10800.5,-0.0328833778056818,-0.1867448151487818,140.2,1,11,1.3663377314558156,0.9363270268216701,0.8350539326883014,-2360.5
-25.45963889,28.26430556,2011-01-11,132.0,489.0,82.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,182.8,1,11,1.4063066693532138,0.9209909939629862,0.790758812985461,-2604.0
-25.81048333,27.90955222,2011-01-12,131.0,584.0,10.0,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,164.1,1,12,1.7297754537065517,1.2582413484486874,0.9508628253875402,-3151.0
-27.273889,28.49,2011-01-12,49.114,136.6,32.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,164.3,1,12,1.3612582781456954,1.331210534837282,1.1074440777411074,-1083.5
-27.4275,28.525833,2011-01-12,62.326,163.9,45.0,16767.0,10794.0,18026.5,15340.5,-0.0361992900972881,-0.2509498447285778,163.6,1,12,1.5533629794330184,0.9301306410007489,0.70362765229295,-2686.0
-28.883333,27.89,2011-01-12,117.44,271.7,10.0,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331,164.2,1,12,1.5146518166089966,1.1158242721153464,0.9267461669505963,-2574.5
-27.00222,28.76528,2011-01-13,63.848,190.9,62.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,161.6,1,13,1.4161593230832732,1.0552458575218178,0.9011111627690734,-2251.0
-27.02314,28.59389,2011-01-13,62.806,192.7,35.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,1,13,1.1525653242389287,1.1077850084357677,1.091351943076081,-1237.5
-30.534167,24.961944,2011-01-13,100.962,142.6,80.0,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446,205.0,1,13,1.3966312874942317,1.1138304136611217,0.9700958008774286,-2417.0
-28.460833,21.248889,2011-01-13,102.898,353.0,51.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,1,13,1.2118872701614576,1.2098284577774094,1.0913167549938851,-1028.5
-29.658056,25.973333,2011-01-14,86.742,107.0,85.0,14001.0,10765.0,12520.0,10583.0,0.0558425398740618,-0.0753704101352799,186.90001,1,14,1.3006038086391083,1.1182907348242812,1.017197392043844,-1937.0
-28.760833,17.730278,2011-01-16,95.398,297.2,64.0,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,257.5,1,16,0.9793453527043585,1.455609756097561,1.494571615434925,-42.5
-25.513889,31.224444,2011-01-17,63.165,155.5,11.0,14776.0,9116.5,12424.0,9895.0,0.0864705882352938,-0.1535479677816199,149.40001,1,17,1.620797455163714,1.189311010946555,0.9213239009600809,-2529.0
-26.861111,28.884722,2011-01-17,101.685,315.4,114.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,161.0,1,17,1.8490575916230367,1.2845815298439602,0.9031586911291848,-3172.5
-31.554722,29.245556,2011-01-17,58.2,197.2,12.0,19619.0,9449.0,13890.0,10042.0,0.1709689934047564,-0.1902823599982853,123.700005,1,17,2.0763043708328923,1.412455003599712,0.9409480183230432,-3848.0
-28.058889,30.373611,2011-01-17,58.0,220.0,100.0,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428,158.0,1,17,1.5562942311816428,1.1906969112760983,0.9608489594065527,-2483.5
-25.127778,27.628889,2011-01-18,131.0,415.0,163.0,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,169.3,1,18,1.5057327295500529,1.1725690276110443,0.9937763309076982,-1442.0
-25.20639,27.558,2011-01-18,102.0,516.0,90.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,170.0,1,18,1.350738069077533,1.3705103969754253,1.226159793814433,-1779.5
-24.69514,27.40906,2011-01-18,124.0,509.0,158.0,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,172.90001,1,18,1.459847844463229,1.3039976509081757,1.1041742286751361,-2277.0
-25.681111,31.783333,2011-01-18,53.322,247.7,10.0,13298.5,10809.0,10191.0,9261.0,0.1322931522595196,0.0294285714285712,149.2,1,18,1.2303173281524655,1.3049259150230597,1.1671525753158407,-930.0
-27.802778,28.768333,2011-01-18,41.891,116.9,23.0,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631,159.1,1,18,1.2371601978885092,1.3006434316353888,1.1552557152957812,-839.0
-27.398611,26.614722,2011-01-18,133.319,323.7,139.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,191.90001,1,18,1.514150483068215,1.2099742649925915,0.9849569856298361,-2419.5
-31.104278,29.399722,2011-01-18,52.984,129.0,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,134.1,1,18,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-31.396,29.2651,2011-01-18,35.741,89.2,10.0,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.1418992257410929,134.5,1,18,1.0551307507076169,1.4040926467281314,1.4199760047990402,-559.0
-33.38056,19.30167,2011-01-18,32.968,174.3,41.0,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419,194.3,1,18,1.483287234541278,0.9659593955121355,0.7631842576028622,-2402.5
-33.31388889,19.07472222,2011-01-18,30.257,208.2,23.0,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025,205.90001,1,18,1.3787775624574452,1.0294462693571094,0.8767104417301864,-1897.0
-27.495556,26.074722,2011-01-18,176.0,458.0,91.0,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,194.2,1,18,1.6241115487346642,0.9886460715958884,0.7803921568627451,-3991.0
-24.39619444,27.08983333,2011-01-19,120.0,508.0,142.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,169.2,1,19,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-26.970278,27.211111,2011-01-19,63.9,202.4,101.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,173.90001,1,19,0.9255434782608696,1.2858491159630026,1.427278603749192,-211.5
-26.880278,26.965,2011-01-19,235.0,593.0,176.0,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644,175.5,1,19,1.4886511870597443,1.0058524890706528,0.8655105450932574,-3110.5
-27.273889,28.49,2011-01-19,63.114,149.5,11.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,164.3,1,19,1.3612582781456954,1.331210534837282,1.1074440777411074,-1083.5
-27.3,28.586944,2011-01-19,59.091,150.3,16.0,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089,163.40001,1,19,1.5518887505188874,1.0136243475903206,0.8351895991332611,-3215.5
-27.044444,27.005,2011-01-19,83.5,225.2,102.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,178.7,1,19,1.7580238191360518,1.245334953885751,0.9795353435491844,-3872.0
-30.568333,29.422778,2011-01-19,40.9,109.3,12.0,16880.0,9196.5,12987.5,10366.5,0.1303256047543312,-0.1708889289578066,137.7,1,19,1.8354808894688197,1.299711260827719,0.8871364491390537,-2621.0
-30.570833,29.150556,2011-01-19,40.72,90.6,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,138.90001,1,19,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-34.031944,22.053333,2011-01-19,17.64,266.5,10.0,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792,157.5,1,19,1.1525639394324978,1.0900120336943442,1.0047302480184097,-488.0
-33.13083,18.86278,2011-01-19,19.323,117.3,35.0,15187.0,11456.5,14527.0,12799.0,0.0222117520360771,-0.1181711470741042,207.1,1,19,1.3256230087723126,1.0454326426653817,0.8951089928900695,-1728.0
-33.7075,18.97444444,2011-01-19,7.891,78.6,27.0,14270.0,9913.0,13652.0,11469.5,0.0221330850225627,-0.1586675153829825,200.3,1,19,1.4395238575607787,1.0452680925871667,0.8642922533676272,-2182.5
-25.57877778,29.12747222,2011-01-19,58.232,231.7,10.0,13560.0,10076.0,16388.0,13014.0,-0.0944303459329501,-0.2385126964933485,161.6,1,19,1.3457721317983327,0.8274347083231632,0.7742431227908406,-3374.0
-26.006389,29.253889,2011-01-20,77.092,367.0,14.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,152.0,1,20,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-27.02314,28.59389,2011-01-20,94.557,254.9,15.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,1,20,1.1525653242389287,1.1077850084357677,1.091351943076081,-1237.5
-30.679722,26.7125,2011-01-20,73.862,158.9,10.0,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,180.90001,1,20,1.2703830109973455,1.7259144770736734,1.3772032902467686,-105.0
-28.460833,21.248889,2011-01-20,85.7,259.1,29.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,1,20,1.2118872701614576,1.2098284577774094,1.0913167549938851,-1028.5
-30.77586667,29.03221667,2011-01-20,40.9,110.2,12.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,141.5,1,20,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-24.925278,29.324444,2011-01-21,85.636,381.0,59.0,13185.0,9112.0,13904.5,11277.0,-0.0265601063142545,-0.2082201898637924,162.40001,1,21,1.4469929762949956,0.9482541623215506,0.8080163163962046,-2627.5
-28.460833,21.248889,2011-01-21,81.0,243.2,43.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,1,21,1.2118872701614576,1.2098284577774094,1.0913167549938851,-1028.5
-24.679167,30.8025,2011-01-24,24.95,99.6,10.0,12245.0,9505.5,14908.5,13718.0,-0.0980904855727619,-0.2213074465470622,143.3,1,24,1.2882015675135448,0.8213435288593756,0.6929217087038927,-1190.5
-25.99136,27.84208,2011-01-24,90.9,324.2,32.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,161.1,1,24,1.5827634541052542,1.1295240982115793,0.9185719859539602,-3680.0
-25.49037,30.6986,2011-01-24,36.957,124.5,10.0,10676.0,8325.0,8915.5,8274.0,0.0898603986422678,-0.034250746788086,144.7,1,24,1.2824024024024023,1.1974650888901353,1.0061638868745468,-641.5
-26.970278,27.211111,2011-01-24,76.24,287.3,96.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,173.90001,1,24,0.9255434782608696,1.2858491159630026,1.427278603749192,-211.5
-27.671111,27.236944,2011-01-24,47.184,142.9,129.0,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,182.90001,1,24,1.360413049437997,1.100946605531726,0.9596597386652636,-2119.0
-27.356667,27.286389,2011-01-24,87.25,208.7,123.0,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,182.40001,1,24,1.7709550118389898,1.3286881686471121,0.9854298454837707,-3022.5
-27.01011111,26.69808333,2011-01-25,77.006,299.3,125.0,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,183.5,1,25,1.1916902285905977,1.2979278667988934,1.2229385219480748,-1048.0
-26.98472222,26.63227778,2011-01-25,153.0,410.0,158.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,181.40001,1,25,1.340550602527677,0.9765549727009956,0.8613138686131386,-2161.0
-27.398611,26.614722,2011-01-25,60.7,162.1,138.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,191.90001,1,25,1.514150483068215,1.2099742649925915,0.9849569856298361,-2419.5
-33.818056,19.694722,2011-01-25,11.901,145.1,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,201.8,1,25,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-25.45963889,28.26430556,2011-01-25,144.132,560.0,82.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,164.5,1,25,1.4063066693532138,0.9209909939629862,0.790758812985461,-2604.0
-33.897778,20.012778,2011-01-25,99.926,1368.0,56.0,13871.0,9154.0,11520.0,9420.0,0.0925918632586346,-0.1144432620682978,196.1,1,25,1.5152938606073847,1.2040798611111112,0.9717622080679406,-2100.0
-25.81048333,27.90955222,2011-01-26,110.0,652.0,10.0,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,164.1,1,26,1.7297754537065517,1.2582413484486874,0.9508628253875402,-3151.0
-34.065833,20.404167,2011-01-26,68.815,758.0,10.0,13535.0,8387.0,10165.0,8604.0,0.1421940928270036,-0.0958387235877528,179.3,1,26,1.6138070823894122,1.3315297589768815,0.9747791724779172,-1561.0
-24.058889,31.237222,2011-01-26,70.928,306.4,15.0,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645,154.6,1,26,1.5585890056503142,1.125538649277352,0.8750115516126051,-2290.5
-26.648056,27.089444,2011-01-26,243.0,556.0,12.0,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518,170.90001,1,26,2.0121392101698445,1.4906403180362036,1.015824292140778,-3507.0
-26.880278,26.965,2011-01-26,217.0,535.0,176.0,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644,175.5,1,26,1.4886511870597443,1.0058524890706528,0.8655105450932574,-3110.5
-27.273889,28.49,2011-01-26,56.863,140.9,29.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,164.3,1,26,1.3612582781456954,1.331210534837282,1.1074440777411074,-1083.5
-27.044444,27.005,2011-01-26,82.651,220.5,96.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,178.7,1,26,1.7580238191360518,1.245334953885751,0.9795353435491844,-3872.0
-34.092222,21.295278,2011-01-26,26.088,187.5,10.0,14913.0,9525.0,13943.0,11317.0,0.0336151926808981,-0.1882563490710747,173.1,1,26,1.5656692913385826,1.069568959334433,0.841654148625961,-2626.0
-27.02314,28.59389,2011-01-27,113.459,167.3,12.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,1,27,1.1525653242389287,1.1077850084357677,1.091351943076081,-1237.5
-26.73806,27.59194,2011-01-27,63.354,199.9,56.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,168.1,1,27,0.9915457619722919,1.1414667838754238,1.1843669250645994,-223.0
-28.760833,17.730278,2011-01-30,84.627,230.7,33.0,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,257.5,1,30,0.9793453527043585,1.455609756097561,1.494571615434925,-42.5
-26.861111,28.884722,2011-01-31,82.136,182.3,109.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,161.0,1,31,1.8490575916230367,1.2845815298439602,0.9031586911291848,-3172.5
-26.73806,27.59194,2011-01-31,56.127,318.5,30.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,168.1,1,31,0.9915457619722919,1.1414667838754238,1.1843669250645994,-223.0
-25.127778,27.628889,2011-02-01,128.967,377.0,163.0,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,169.3,2,32,1.5057327295500529,1.1725690276110443,0.9937763309076982,-1442.0
-24.69514,27.40906,2011-02-01,125.275,491.0,158.0,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,172.90001,2,32,1.459847844463229,1.3039976509081757,1.1041742286751361,-2277.0
-27.363611,31.783333,2011-02-01,69.459,186.9,10.0,17894.5,9281.0,13078.0,9695.0,0.1555089192025178,-0.1698197593810091,154.40001,2,32,1.928078870811335,1.3682902584493042,0.9572975760701392,-3383.0
-27.802778,28.768333,2011-02-01,43.422,116.9,13.0,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631,159.1,2,32,1.2371601978885092,1.3006434316353888,1.1552557152957812,-839.0
-29.160278,26.573333,2011-02-01,110.418,255.6,86.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,190.1,2,32,1.4188432835820894,1.0440465851715413,0.8658191096810106,-2240.5
-34.329722,18.990278,2011-02-01,9.639,159.1,10.0,10864.0,8959.0,12654.0,11808.5,-0.0761119142784247,-0.1709619210660243,158.2,2,32,1.2126353387654871,0.8585427532795954,0.7586907735952916,-845.5
-25.20639,27.558,2011-02-02,120.441,549.0,59.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,170.0,2,33,1.350738069077533,1.3705103969754253,1.226159793814433,-1779.5
-23.281,30.54305556,2011-02-03,179.566,377.0,10.0,17210.0,11879.5,18270.5,15619.5,-0.0298896576992995,-0.211973466003316,154.40001,2,34,1.4487141714718632,0.9419556115048849,0.7605557156118954,-2651.0
-28.801278,31.955389,2011-02-03,267.057,1405.0,27.0,16685.5,9427.0,12127.0,9348.0,0.1582125813449018,-0.1252667718288942,150.2,2,34,1.7699692372971252,1.3758967592974354,1.0084510055626872,-2779.0
-27.00222,28.76528,2011-02-03,77.106,184.2,25.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,161.6,2,34,1.4161593230832732,1.0552458575218178,0.9011111627690734,-2251.0
-27.02314,28.59389,2011-02-03,73.521,195.0,17.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,2,34,1.1525653242389287,1.1077850084357677,1.091351943076081,-1237.5
-27.3,28.586944,2011-02-03,79.329,175.8,18.0,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089,163.40001,2,34,1.5518887505188874,1.0136243475903206,0.8351895991332611,-3215.5
-30.679722,26.7125,2011-02-03,110.608,213.21,10.0,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,180.90001,2,34,1.2703830109973455,1.7259144770736734,1.3772032902467686,-105.0
-28.460833,21.248889,2011-02-03,83.815,282.2,61.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,2,34,1.2118872701614576,1.2098284577774094,1.0913167549938851,-1028.5
-28.460833,21.248889,2011-02-04,75.303,416.5,43.5,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,2,35,1.2118872701614576,1.2098284577774094,1.0913167549938851,-1028.5
-29.140556,31.391944,2011-02-07,52.323,410.0,11.0,13930.0,11594.0,8610.0,8471.0,0.2360248447204958,0.1476935260344479,143.5,2,38,1.2014835259617043,1.6178861788617886,1.3686695785621532,-139.0
-25.99136,27.84208,2011-02-07,98.8,368.0,15.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,161.1,2,38,1.5827634541052542,1.1295240982115793,0.9185719859539602,-3680.0
